Character,Field,Value
Maddie Heath,Occupation,"Car Valet, Packer"
Maddie Heath,Born,3rd February 1997
Maddie Heath,Died,1st June 2015
Maddie Heath,Mother,Fran Heath
Maddie Heath,Sibling(s),Ben Heath
Maddie Heath,First appearance,25th December 2013
Maddie Heath,Last appearance,1st June 2015 (on-screen)8th June 2015 (voice appearance)
Maddie Heath,Duration,2013-2015
Maddie Heath,Number of appearances,131
Maddie Heath,Played by,Amy James-Kelly
Megan Hopkins,Occupation,Shopkeeper
Megan Hopkins,Spouse(s),Cledwin Hopkins
Megan Hopkins,Children,Idris Hopkins
Megan Hopkins,First appearance,10th July 1974
Megan Hopkins,Last appearance,10th February 1975
Megan Hopkins,Duration,1974-1975
Megan Hopkins,Number of appearances,42
Megan Hopkins,Played by,Jessie Evans
Becky Palmer,Born,9th December 1982
Becky Palmer,Father,Jeff Palmer
Becky Palmer,Mother,Claire Palmer
Becky Palmer,First appearance,20th May 1996
Becky Palmer,Last appearance,16th March 1997
Becky Palmer,Duration,1996-1997
Becky Palmer,Number of appearances,51
Becky Palmer,Played by,Emily Aston
Beth Sutherland,Occupation,Machinist
Beth Sutherland,Born,21st November 1974
Beth Sutherland,Residence,Norfolk
Beth Sutherland,Mother,Nancy Tinker
Beth Sutherland,Sibling(s),Arlene Tinker
Beth Sutherland,Spouse(s),"Darryl ParkinsKirk Sutherland (2015, bigamous)"
Beth Sutherland,Children,Craig Tinker (1998)
Beth Sutherland,First appearance,5th August 2011
Beth Sutherland,Last appearance,30th August 2024 (1)
Beth Sutherland,Duration,2011-2024
Beth Sutherland,Number of appearances,988
Beth Sutherland,Played by,Lisa George
Gordon Clegg,Occupation,Accountant
Gordon Clegg,Born,20th May 1950
Gordon Clegg,Residence,Wimbledon
Gordon Clegg,Father,Ted FarrellLes Clegg (adoptive)
Gordon Clegg,Mother,Betty WilliamsMaggie Cooke (adoptive)
Gordon Clegg,Sibling(s),a half-sister
Gordon Clegg,Spouse(s),Caroline Wilson (1982)
Gordon Clegg,Children,Peter Clegg (1985)
Gordon Clegg,First appearance,15th April 1968
Gordon Clegg,Last appearance,20th April 2012
Gordon Clegg,Duration,"1968-1969, 1974-1975, 1976, 1982, 1995, 2002, 2004, 2012"
Gordon Clegg,Number of appearances,104
Gordon Clegg,Played by,"Bill Kenwright (1968-1995, 2012) Geoffrey Leesley (2002-2004)"
Peter Barlow,Born,5th April 1965
Peter Barlow,Birthplace,Weatherfield
Peter Barlow,Father,Ken Barlow
Peter Barlow,Mother,Valerie Barlow
Peter Barlow,Sibling(s),Lawrence Cunningham (half-brother) Susan Barlow Tracy Barlow (adoptive half-sister) Daniel Osbourne (half-brother)
Peter Barlow,Spouse(s),"Jessica Midgeley (1990)Lucy Richards (2003)Shelley Unwin (2003, bigamous)Leanne Battersby (2010)  Carla Connor (2013, 2021)"
Peter Barlow,Children,Simon Barlow (2003)  Unnamed stillborn son (2018)
Peter Barlow,First appearance,5th April 1965
Peter Barlow,Last appearance,26th December 2023
Peter Barlow,Duration,"1965-1971, 1973, 1974, 1975, 1977, 1978, 1986, 2000-2003, 2007, 2008-2014, 2015, 2016-2023"
Peter Barlow,Number of appearances,1911
Peter Barlow,Played by,Robert Heanue (1965-1970)  Christopher Dormer (1970-1971)  Mark Duncan (1971)  Linus Roache (1973-1975)  Joseph McKenna (1977-1978) David Lonsdale (1986)  Chris Gascoyne (2000-2023)
Evelyn Elliott,Occupation,Barmaid
Evelyn Elliott,Spouse(s),"Ray Sykes  Fred Elliott (2001, bigamous)"
Evelyn Elliott,Children,Linda Baldwin (1975)  Jimmy Sykes  Ryan Sykes  Dean Sykes (1983) 1 other son
Evelyn Elliott,First appearance,20th October 2000
Evelyn Elliott,Last appearance,10th May 2002
Evelyn Elliott,Duration,"2000, 2001-2002"
Evelyn Elliott,Number of appearances,117
Evelyn Elliott,Played by,Melanie Kilburn
Yasmeen Metcalfe,Occupation,Charity worker
Yasmeen Metcalfe,Born,16th September 1953
Yasmeen Metcalfe,Birthplace,Pakistan
Yasmeen Metcalfe,Residence,London
Yasmeen Metcalfe,Spouse(s),Sharif Nazir (1971)  Geoff Metcalfe (2019)
Yasmeen Metcalfe,Children,Kal Nazir
Yasmeen Metcalfe,First appearance,4th July 2014
Yasmeen Metcalfe,Last appearance,10th March 2025
Yasmeen Metcalfe,Duration,2014-2025
Yasmeen Metcalfe,Number of appearances,839
Yasmeen Metcalfe,Played by,Shelley King
Natalie Barnes,Occupation,Landlady
Natalie Barnes,Born,12th October 1957
Natalie Barnes,Residence,Cotswolds
Natalie Barnes,Sibling(s),Deborah Brownlow
Natalie Barnes,Spouse(s),Nick HorrocksDes Barnes (1998)
Natalie Barnes,Children,Tony Horrocks (1975)Laura Barnes (2001)
Natalie Barnes,First appearance,26th February 1997
Natalie Barnes,Last appearance,31st December 2000
Natalie Barnes,Duration,1997-2000
Natalie Barnes,Number of appearances,489
Natalie Barnes,Played by,Denise Welch
Kirk Sutherland,Occupation,Packer at Underworld
Kirk Sutherland,Born,28th January 1982
Kirk Sutherland,Residence,18a Victoria Street
Kirk Sutherland,Father,Eric Sutherland
Kirk Sutherland,Mother,Dot Sutherland
Kirk Sutherland,Sibling(s),Maria Connor
Kirk Sutherland,Spouse(s),"Beth Tinker (2015, bigamous)"
Kirk Sutherland,First appearance,22nd May 2000 (played by a walk-on actor)22nd October 2000 (played by Andrew Whyment)
Kirk Sutherland,Duration,2000 to present
Kirk Sutherland,Number of appearances,1711 (as of Episode 11557/8)
Kirk Sutherland,Played by,Andrew Whyment
Molly Dobbs,Occupation,Shop assistant
Molly Dobbs,Born,21st October 1984
Molly Dobbs,Died,6th December 2010
Molly Dobbs,Father,Diggory Compton
Molly Dobbs,Spouse(s),Tyrone Dobbs (2009)
Molly Dobbs,Children,Jack Dobbs (2010)
Molly Dobbs,First appearance,5th September 2005
Molly Dobbs,Last appearance,9th December 2010
Molly Dobbs,Duration,2005-2010
Molly Dobbs,Number of appearances,473
Molly Dobbs,Played by,Vicky Binns
Tara Mandal,Occupation,Art gallery proprietor
Tara Mandal,Father,Prem Mandal
Tara Mandal,Mother,Nina Mandal
Tara Mandal,First appearance,15th September 2008
Tara Mandal,Last appearance,11th May 2009
Tara Mandal,Duration,2008-2009
Tara Mandal,Number of appearances,54
Tara Mandal,Played by,Ayesha Dharker
Kelly Crabtree,Occupation,Factory machinist
Kelly Crabtree,Born,24th April 1979
Kelly Crabtree,Sibling(s),A brother  A sister
Kelly Crabtree,First appearance,6th September 2004
Kelly Crabtree,Last appearance,19th March 2010
Kelly Crabtree,Duration,2004-2010
Kelly Crabtree,Number of appearances,514
Kelly Crabtree,Played by,Tupele Dorgu
Tony Stewart,Occupation,Electrician
Tony Stewart,Born,14th March 1966
Tony Stewart,Died,22nd April 2016
Tony Stewart,Mother,Kitty Stewart
Tony Stewart,Sibling(s),a brother
Tony Stewart,Children,Jason Grimshaw (1983)
Tony Stewart,First appearance,2nd March 2003
Tony Stewart,Last appearance,18th November 2015
Tony Stewart,Duration,"2003, 2014-2015"
Tony Stewart,Number of appearances,254
Tony Stewart,Played by,Alan Igbon (2003)  Terence Maynard (2014-2015)
Tony Gordon,Occupation,Businessman
Tony Gordon,Born,1971
Tony Gordon,Birthplace,Scotland
Tony Gordon,Died,1st June 2010
Tony Gordon,Sibling(s),Pat Gordon
Tony Gordon,Spouse(s),Lindsey Gordon  Carla Connor (2008)
Tony Gordon,First appearance,16th September 2007
Tony Gordon,Last appearance,9th June 2010
Tony Gordon,Duration,2007-2010
Tony Gordon,Number of appearances,286
Tony Gordon,Played by,Gray O'Brien
Asha Alahan,Occupation,Paramedic (trainee)
Asha Alahan,Born,"13th January 2006 (See ""Background information"" below)"
Asha Alahan,Birthplace,Weatherfield General
Asha Alahan,Residence,7 Coronation Street
Asha Alahan,Father,Dev Alahan
Asha Alahan,Mother,Sunita Alahan
Asha Alahan,Sibling(s),Shareen (half-sister)  Amber Kalirai (half-sister)  Aadi Alahan  Two other half-siblings
Asha Alahan,First appearance,13th January 2006
Asha Alahan,Duration,"2006, 2009 to present"
Asha Alahan,Number of appearances,596 (as of Episode 11557/8)
Asha Alahan,Played by,"Hannah, Harris & Ria Ahmed (2006)Tanisha Gorey (2009 to present)"
Ryan Connor,Occupation,DJ Rovers' barman
Ryan Connor,Born,14th January 1992
Ryan Connor,Birthplace,Weatherfield
Ryan Connor,Residence,15a Victoria Street
Ryan Connor,Father,Nick Neeson (biological)Dean (legal father)
Ryan Connor,Mother,Wendy Neeson (biological)Michelle Connor (legal mother)
Ryan Connor,Sibling(s),Ali Neeson (legal brother)Ruairi McDonald (legal half-brother)
Ryan Connor,First appearance,30th August 2006
Ryan Connor,Duration,"2006-2010, 2012-2013, 2018 to present"
Ryan Connor,Number of appearances,943 (as of Episode 11557/8)
Ryan Connor,Played by,Ben Thompson (2006-2010)Sol Heras (2012-2013)Ryan Prescott (2018 to present)
Martha Longhurst,Occupation,Cleaner
Martha Longhurst,Born,2nd September 1896
Martha Longhurst,Died,13th May 1964
Martha Longhurst,Father,Jack Hartley
Martha Longhurst,Mother,Mary Hartley
Martha Longhurst,Sibling(s),2 sisters
Martha Longhurst,Spouse(s),Percy Longhurst (1919)
Martha Longhurst,Children,Lily Longhurst (1926)Harold Longhurst
Martha Longhurst,First appearance,14th December 1960
Martha Longhurst,Last appearance,13th May 1964 (on-screen)  16th June 1975 (voice appearance)
Martha Longhurst,Duration,1960-1964
Martha Longhurst,Number of appearances,299
Martha Longhurst,Played by,Lynne Carol
Kirsty Soames,Occupation,Police Officer (formerly)  Packer
Kirsty Soames,Born,24th May 1983
Kirsty Soames,Died,2021
Kirsty Soames,Father,Edwin Soames
Kirsty Soames,Mother,Alison Soames
Kirsty Soames,Children,Ruby Soames (2012)
Kirsty Soames,First appearance,7th September 2011
Kirsty Soames,Last appearance,3rd April 2013
Kirsty Soames,Duration,2011-2013
Kirsty Soames,Number of appearances,196
Kirsty Soames,Played by,Natalie Gumede
Shannon Tattersall,Born,27th August 1997
Shannon Tattersall,Birthplace,Weatherfield
Shannon Tattersall,Died,17th April 1998
Shannon Tattersall,Father,Liam Shepherd
Shannon Tattersall,Mother,Zoe Tattersall
Shannon Tattersall,First appearance,27th August 1997
Shannon Tattersall,Last appearance,17th April 1998
Shannon Tattersall,Duration,1997-1998
Shannon Tattersall,Number of appearances,61
Shannon Tattersall,Played by,Lucy Whipday
Joe Carter,Occupation,Businessman
Joe Carter,First appearance,26th May 2002
Joe Carter,Last appearance,20th June 2003
Joe Carter,Duration,2002-2003
Joe Carter,Number of appearances,135
Joe Carter,Played by,Jonathan Wrather
Becky McDonald,Occupation,Barmaid
Becky McDonald,Born,1980
Becky McDonald,Residence,Belize
Becky McDonald,Sibling(s),Kylie Platt (half-sister)
Becky McDonald,Spouse(s),Steve McDonald (2009)
Becky McDonald,First appearance,24th August 2005
Becky McDonald,Last appearance,23rd January 2012
Becky McDonald,Duration,"2005, 2006-2012"
Becky McDonald,Number of appearances,709
Becky McDonald,Played by,Amanda Tyrell (2005)Katherine Kelly (2006-2012)
Liam Connor,Occupation,Businessman
Liam Connor,Born,25th February 1974
Liam Connor,Birthplace,Ireland
Liam Connor,Died,16th October 2008
Liam Connor,Father,Barry Connor
Liam Connor,Mother,Helen Connor
Liam Connor,Sibling(s),Paul Connor  Michelle Connor
Liam Connor,Spouse(s),Maria Sutherland (2008)
Liam Connor,Children,Paul Connor (2008)  Liam Connor (2009)
Liam Connor,First appearance,30th August 2006
Liam Connor,Last appearance,17th October 2008
Liam Connor,Duration,2006-2008
Liam Connor,Number of appearances,332
Liam Connor,Played by,Rob James-Collier
Raquel Watts,Occupation,Barmaid
Raquel Watts,Born,26th May 1966
Raquel Watts,Birthplace,Eccles
Raquel Watts,Residence,France
Raquel Watts,Father,Larry Wolstenhulme
Raquel Watts,Mother,Eileen Wolstenhulme
Raquel Watts,Sibling(s),Bernice Wolstenhulme  3 other siblings
Raquel Watts,Spouse(s),Norman Watts (1995)  Armand de Beaux (2000)
Raquel Watts,Children,Alice Watts (1997)  Another child (2000)
Raquel Watts,First appearance,23rd January 1991
Raquel Watts,Last appearance,2nd January 2000
Raquel Watts,Duration,"1991-1996, 2000"
Raquel Watts,Number of appearances,533
Raquel Watts,Played by,Sarah Lancashire
Bill Webster,Occupation,Builder (Retired)
Bill Webster,Born,2nd November 1942
Bill Webster,Residence,Germany
Bill Webster,Died,April 2023
Bill Webster,Father,Jim Webster
Bill Webster,Mother,Helen Webster
Bill Webster,Spouse(s),Alison Cartwright (1964)  Elaine Prior (1985)  Maureen Elliott (1998)
Bill Webster,Children,Kevin Webster (1965)  Debbie Webster (1968)  Carl Webster (1986)
Bill Webster,First appearance,6th February 1984
Bill Webster,Last appearance,29th December 2011
Bill Webster,Duration,"1984-1985, 1995-1997, 2006-2011"
Bill Webster,Number of appearances,558
Bill Webster,Played by,Peter Armitage
Alex Warner,Occupation,Waiter at Roy's Rolls
Alex Warner,Born,21st July 1987
Alex Warner,Father,Alan Matthews
Alex Warner,Mother,Nessa Warner
Alex Warner,First appearance,13th September 2015
Alex Warner,Duration,2015 to present
Alex Warner,Number of appearances,152 (as of Episode 11557/8)
Alex Warner,Played by,Liam Bairstow
Aadi Alahan,Occupation,Assistant at the corner shop
Aadi Alahan,Born,"13th January 2006 (See ""Background information"" below)"
Aadi Alahan,Birthplace,Weatherfield General
Aadi Alahan,Residence,7 Coronation Street
Aadi Alahan,Father,Dev Alahan
Aadi Alahan,Mother,Sunita Alahan
Aadi Alahan,Sibling(s),Shareen (half-sister)  Amber Kalirai (half-sister)  Asha Alahan  Two other half-siblings
Aadi Alahan,First appearance,13th January 2006
Aadi Alahan,Duration,"2006, 2009 to present"
Aadi Alahan,Number of appearances,516 (as of Episode 11557/8)
Aadi Alahan,Played by,"Hannah, Harris & Ria Ahmed (2006)Zennon Ditchett (2009-2019)  Adam Hussain (2020 to present)"
Summer Spellman,Born,29th August 2004
Summer Spellman,Residence,19a Rosamund Street
Summer Spellman,Father,Drew Spellman (adoptive)Charlie (adoptive)
Summer Spellman,First appearance,16th June 2017
Summer Spellman,Duration,2017 to present
Summer Spellman,Number of appearances,562 (as of Episode 11557/8)
Summer Spellman,Played by,Matilda Freeman (2017-2020)Harriet Bibby (2020 to present)
Seb Franklin,Occupation,Handyman
Seb Franklin,Born,6th March 2001
Seb Franklin,Died,7th May 2021
Seb Franklin,Father,Tez Wyatt
Seb Franklin,Mother,Abi Franklin
Seb Franklin,Sibling(s),Charlie Franklin (half-brother)  Lexi Franklin (half-sister)  Alfie Franklin (half-brother)  another half-sister
Seb Franklin,First appearance,10th October 2016 (2)
Seb Franklin,Last appearance,7th May 2021 (2)  18th February 2025 (1) (hallucination)
Seb Franklin,Duration,2016-2021
Seb Franklin,Number of appearances,315
Seb Franklin,Played by,Harry Visinoni
Jake Windass,Born,27th May 2013
Jake Windass,Birthplace,Weatherfield General
Jake Windass,Residence,5 Victoria Court
Jake Windass,Father,Gary Windass
Jake Windass,Mother,Izzy ArmstrongTina McIntyre (Surrogate)
Jake Windass,Sibling(s),Zack Rubinstein (half-brother)
Jake Windass,First appearance,27th May 2013
Jake Windass,Duration,"2013-2019, 2021 to present"
Jake Windass,Number of appearances,131 (as of Episode 11557/8)
Jake Windass,Played by,Harley & Layton Phoenix (2013-2015)Seth & Theo Wild (2016-2018)Bobby Bradshaw (2018 to present)
Hayley Cropper,Occupation,Factory supervisor/Café assistant
Hayley Cropper,Born,7th May 1966
Hayley Cropper,Died,20th January 2014
Hayley Cropper,Father,Harry Patterson
Hayley Cropper,Spouse(s),Roy Cropper (2010)
Hayley Cropper,Children,Christian Gatley
Hayley Cropper,First appearance,26th January 1998
Hayley Cropper,Last appearance,22nd January 2014
Hayley Cropper,Duration,"1998-2007, 2008-2014"
Hayley Cropper,Number of appearances,1447
Hayley Cropper,Played by,Julie Hesmondhalgh
Shona Platt,Occupation,Assistant at Roy's Rolls
Shona Platt,Born,6th October 1987
Shona Platt,Residence,8 Coronation Street
Shona Platt,Sibling(s),a sister
Shona Platt,Spouse(s),David Platt (2019)
Shona Platt,Children,Clayton Hibbs (2001)
Shona Platt,First appearance,16th December 2016 (2)
Shona Platt,Duration,2016 to present
Shona Platt,Number of appearances,873 (as of Episode 11557/8)
Shona Platt,Played by,Julia Goulding
Becky Mallett,Born,25th December 1998
Becky Mallett,Birthplace,Weatherfield
Becky Mallett,Residence,Blackpool
Becky Mallett,Father,Gary Mallett
Becky Mallett,Mother,Judy Mallett
Becky Mallett,Sibling(s),Billy Mallett
Becky Mallett,First appearance,25th December 1998
Becky Mallett,Last appearance,1st October 2000
Becky Mallett,Duration,1998-2000
Becky Mallett,Number of appearances,68
Becky Mallett,Played by,Megan FosterElizabeth Mackie
Bethany Platt,Occupation,Magazine writer
Bethany Platt,Born,4th June 2000
Bethany Platt,Birthplace,Weatherfield
Bethany Platt,Residence,London
Bethany Platt,Father,Neil Fearns
Bethany Platt,Mother,Sarah Platt
Bethany Platt,Sibling(s),Billy Platt (half-brother)  Harry Platt (half-brother)
Bethany Platt,First appearance,4th June 2000
Bethany Platt,Duration,"2000-2007, 2015-2020, 2023 to present"
Bethany Platt,Number of appearances,1050 (as of Episode 11557/8)
Bethany Platt,Played by,Mia Cookson (2000)  Amy & Emily Walton (2000-2007)  Lucy Fallon (2015 to present)
Mick Hopwood,Occupation,Police Constable
Mick Hopwood,Born,11th November 1962
Mick Hopwood,First appearance,21st October 2002
Mick Hopwood,Last appearance,3rd September 2003
Mick Hopwood,Duration,2002-2003
Mick Hopwood,Number of appearances,66
Mick Hopwood,Played by,Ian Gain
Joseph Brown,Born,23rd December 2011
Joseph Brown,Birthplace,Weatherfield Community Hall
Joseph Brown,Residence,5 Coronation Street
Joseph Brown,Father,Chesney Winter-Brown
Joseph Brown,Mother,Katy Armstrong
Joseph Brown,Sibling(s),Aled Winter-Brown (half-brother)  Bryn Winter-Brown (half-brother)  Carys Winter-Brown (half-sister)  Llio Winter-Brown (half-sister)
Joseph Brown,First appearance,23rd December 2011
Joseph Brown,Duration,"2011-2015, 2017 to present"
Joseph Brown,Number of appearances,319 (as of Episode 11557/8)
Joseph Brown,Played by,Ronny & Tommy Cheetham (2011-2014)  Lucca-Owen Warwick (2014-2015)  William Flanagan (2017 to present)
Samantha Failsworth,Occupation,Barmaid
Samantha Failsworth,Born,5th March 1976
Samantha Failsworth,Birthplace,Manchester
Samantha Failsworth,Father,Clive Failsworth
Samantha Failsworth,Mother,Marjorie Failsworth
Samantha Failsworth,Spouse(s),Ritchie Fitzgerald (1996)
Samantha Failsworth,First appearance,17th July 1996
Samantha Failsworth,Last appearance,15th June 1998
Samantha Failsworth,Duration,1996-1998
Samantha Failsworth,Number of appearances,225
Samantha Failsworth,Played by,Tina Hobley
Alan Bradley,Occupation,Owner of Weatherfield Security Systems
Alan Bradley,Born,20th July 1939
Alan Bradley,Died,8th December 1989
Alan Bradley,Spouse(s),Pat Bradley
Alan Bradley,Children,Jenny Bradley (1971)
Alan Bradley,First appearance,15th January 1986
Alan Bradley,Last appearance,8th December 1989
Alan Bradley,Duration,1986-1989
Alan Bradley,Number of appearances,221
Alan Bradley,Played by,Mark Eden
Josie Clarke,Occupation,Doctor's receptionist
Josie Clarke,Sibling(s),A sister
Josie Clarke,Spouse(s),A husband
Josie Clarke,Children,A daughter
Josie Clarke,First appearance,16th January 1995
Josie Clarke,Last appearance,16th August 1996
Josie Clarke,Duration,1995-1996
Josie Clarke,Number of appearances,101
Josie Clarke,Played by,Ellie Haddington
