Character,Field,Value
Esther Hayes,Gender,Female
Esther Hayes,Mother,Alice Hayes
Esther Hayes,Father,Sidney Hayes
Esther Hayes,Residence,Nottingham
Esther Hayes,Last appearance,5th April 1972
Esther Hayes,No times married,0.0
Esther Hayes,Played by,Daphne Oxenford
Esther Hayes,Duration,"1960-1961, 1962, 1963, 1971, 1972"
Esther Hayes,Sibling(s),Ada HayesFred Hayes  Tom Hayes
Esther Hayes,Born,10th May 1924
Esther Hayes,Number of appearances,64
Esther Hayes,Bigamy committed,False
Esther Hayes,First appearance,14th December 1960
Esther Hayes,Sec,Medium
Esther Hayes,Occupation,Civil servant
Esther Hayes,Sic,Public admin & defence; social security
Eunice Gee,Sibling(s),Dolly Clarke
Eunice Gee,Children,Debbie Nuttall
Eunice Gee,Sic,Accommodation & food services
Eunice Gee,Born,1937
Eunice Gee,Sec,Low
Eunice Gee,Residence,Spain
Eunice Gee,Gender,Female
Eunice Gee,Last appearance,24th May 1999
Eunice Gee,No times married,2.0
Eunice Gee,Spouse(s),Mr. Nuttall  Fred Gee (1981)
Eunice Gee,Played by,Meg Johnson
Eunice Gee,Bigamy committed,False
Eunice Gee,First appearance,23rd March 1981
Eunice Gee,Duration,"1981, 1982, 1999"
Eunice Gee,Number of appearances,72
Eunice Gee,Occupation,Barmaid
Eunice Gee,Father,Sid Clarke
Eva Price,First appearance,17th June 2011
Eva Price,Duration,2011-2018
Eva Price,Children,Susie Price (2018)
Eva Price,Gender,Female
Eva Price,Born,10th February 1988
Eva Price,Mother,Stella Price
Eva Price,No times married,0.0
Eva Price,Bigamy committed,False
Eva Price,Last appearance,3rd August 2018
Eva Price,Number of appearances,785
Eva Price,Residence,Brighton
Eva Price,Played by,Catherine Tyldesley
Eva Price,Sibling(s),Leanne Battersby (half-sister)
Evelyn Elliott,First appearance,20th October 2000
Evelyn Elliott,Spouse(s),"Ray Sykes  Fred Elliott (2001, bigamous)"
Evelyn Elliott,Bigamy committed,True
Evelyn Elliott,Played by,Melanie Kilburn
Evelyn Elliott,Number of appearances,117
Evelyn Elliott,Duration,"2000, 2001-2002"
Evelyn Elliott,Sec,Low
Evelyn Elliott,No times married,2.0
Evelyn Elliott,Sic,Accommodation & food services
Evelyn Elliott,Gender,Female
Evelyn Elliott,Occupation,Barmaid
Evelyn Elliott,Last appearance,10th May 2002
Evelyn Elliott,Children,Linda Baldwin (1975)  Jimmy Sykes  Ryan Sykes  Dean Sykes (1983) 1 other son
Evelyn Plummer,Bigamy committed,False
Evelyn Plummer,No times married,1.0
Evelyn Plummer,Gender,Female
Evelyn Plummer,Residence,9 Coronation Street
Evelyn Plummer,Number of appearances,526 (as of Episode 11557/8)
Evelyn Plummer,First appearance,12th September 2018
Evelyn Plummer,Spouse(s),Harold Plummer
Evelyn Plummer,Played by,Maureen Lipman
Evelyn Plummer,Born,17th March 1946
Evelyn Plummer,Duration,2018 to present
Evelyn Plummer,Children,Cassandra Plummer
Evelyn Plummer,Sibling(s),Millie Pritchard
Faye Windass,Number of appearances,759
Faye Windass,Gender,Female
Faye Windass,Played by,Ellie Leach
Faye Windass,Born,13th March 2002
Faye Windass,Father,Tim Metcalfe
Faye Windass,Occupation,Telesales agent
Faye Windass,Sec,Low
Faye Windass,Bigamy committed,False
Faye Windass,Sibling(s),Gary Windass (adoptive half-brother)
Faye Windass,Children,Miley Windass (2015)
Faye Windass,First appearance,24th January 2011
Faye Windass,Sic,"Wholesale, retail & repair of motor vehicles"
Faye Windass,Residence,Slough
Faye Windass,Duration,2011-2023
Faye Windass,Mother,"Jenny Butler  Anna Windass (adoptive, 2011)"
Faye Windass,Last appearance,24th May 2023
Faye Windass,No times married,0.0
Felicity Khan,Bigamy committed,False
Felicity Khan,Duration,1990
Felicity Khan,No times married,0.0
Felicity Khan,Last appearance,1st August 1990
Felicity Khan,Occupation,Student
Felicity Khan,Father,Mr Khan
Felicity Khan,Played by,Rita Wolf
Felicity Khan,Sibling(s),Joanne Khan
Felicity Khan,Sic,Education
Felicity Khan,Gender,Female
Felicity Khan,First appearance,14th February 1990
Felicity Khan,Number of appearances,35
Felicity Khan,Residence,France
Felicity Khan,Sec,Low
Finlay Bryant,Residence,Spain
Finlay Bryant,Last appearance,29th September 2008
Finlay Bryant,Played by,Ramone Quinn
Finlay Bryant,Gender,Male
Finlay Bryant,Born,7th October 2000
Finlay Bryant,Number of appearances,52
Finlay Bryant,First appearance,6th April 2007
Finlay Bryant,Bigamy committed,False
Finlay Bryant,Mother,Teresa Bryant
Finlay Bryant,Duration,2007-2008
Finlay Bryant,Sibling(s),Jodie Morton (half-sister)Darryl Morton (half-brother)Mel Morton (half-sister)Kayleigh Morton (half-sister)
Finlay Bryant,No times married,0.0
Fiona Middleton,Sec,Low
Fiona Middleton,Bigamy committed,False
Fiona Middleton,Children,Morgan Middleton (1998)  Emma Brooker (1999)
Fiona Middleton,Last appearance,21st August 2019
Fiona Middleton,Duration,"1992-1998, 2019"
Fiona Middleton,Gender,Female
Fiona Middleton,Spouse(s),John Brooker
Fiona Middleton,First appearance,14th December 1992
Fiona Middleton,Played by,Angela Griffin
Fiona Middleton,Father,Clive Middleton
Fiona Middleton,Number of appearances,493
Fiona Middleton,Born,2nd December 1975
Fiona Middleton,No times married,1.0
Fiona Middleton,Occupation,Hairdresser
Fiona Middleton,Sibling(s),Lee Middleton  An older sister
Fiona Middleton,Sic,Other services
Fiona Middleton,Mother,Pam Middleton
Fiona Middleton,Residence,"Melbourne, Australia"
Fiz Dobbs,Sibling(s),Billy Brown (half-brother)Chesney Brown (half-brother)
Fiz Dobbs,Played by,Jennie McAlpine
Fiz Dobbs,Gender,Female
Fiz Dobbs,Residence,9 Coronation Street
Fiz Dobbs,No times married,3.0
Fiz Dobbs,Mother,Cilla Battersby-Brown
Fiz Dobbs,First appearance,20th April 2001
Fiz Dobbs,Number of appearances,2512 (as of Episode 11557/8)
Fiz Dobbs,Children,Hope Stape (2010)
Fiz Dobbs,Duration,2001 to present
Fiz Dobbs,Spouse(s),John Stape (2009)Phill Whittaker (2022)Tyrone Dobbs (2022)
Fiz Dobbs,Sec,Low
Fiz Dobbs,Occupation,Antiques dealer  Machinist
Fiz Dobbs,Born,25th September 1984
Fiz Dobbs,Bigamy committed,False
Fiz Dobbs,Sic,"Wholesale, retail & repair of motor vehicles"
Florrie Lindley,Number of appearances,310
Florrie Lindley,Last appearance,2nd June 1965
Florrie Lindley,First appearance,9th December 1960
Florrie Lindley,Spouse(s),Norman Lindley
Florrie Lindley,Bigamy committed,False
Florrie Lindley,Sec,Low
Florrie Lindley,Born,12th June 1922
Florrie Lindley,Sic,"Wholesale, retail & repair of motor vehicles"
Florrie Lindley,Duration,1960-1965
Florrie Lindley,Residence,Canada
Florrie Lindley,Occupation,Shopkeeper
Florrie Lindley,Played by,Betty Alberge
Florrie Lindley,No times married,1.0
Florrie Lindley,Gender,Female
Frank Barlow,Father,Sidney Barlow
Frank Barlow,Last appearance,3rd February 1971
Frank Barlow,Sibling(s),Marjorie Barlow
Frank Barlow,Bigamy committed,False
Frank Barlow,Gender,Male
Frank Barlow,Occupation,Retired Postman and DIY shop owner
Frank Barlow,Duration,"1960-1964, 1967, 1971"
Frank Barlow,Born,19th October 1913
Frank Barlow,No times married,1.0
Frank Barlow,Sec,Low
Frank Barlow,Mother,Edna Barlow
Frank Barlow,Number of appearances,273
Frank Barlow,Played by,Frank Pemberton
Frank Barlow,Died,prior to April 1975
Frank Barlow,First appearance,9th December 1960
Frank Barlow,Spouse(s),Ida Leathers (1938)
Frank Barlow,Sic,"Wholesale, retail & repair of motor vehicles"
Frank Barlow,Children,Ken Barlow (1939)David Barlow (1942)
Frank Barlow,Birthplace,Weatherfield
Frank Foster,Mother,Anne Foster
Frank Foster,Duration,2011-2012
Frank Foster,Born,c. 1971
Frank Foster,Sic,Financial & insurance activities
Frank Foster,Father,Sam Foster
Frank Foster,Sec,High
Frank Foster,Number of appearances,138
Frank Foster,No times married,0.0
Frank Foster,Died,5th March 2012
Frank Foster,Occupation,Businessman
Frank Foster,First appearance,20th January 2011
Frank Foster,Last appearance,8th March 2012
Frank Foster,Played by,Andrew Lancel
Frank Foster,Gender,Male
Frank Foster,Bigamy committed,False
Frankie Baldwin,Played by,Debra Stephenson
Frankie Baldwin,Sibling(s),a sister
Frankie Baldwin,Gender,Female
Frankie Baldwin,Bigamy committed,False
Frankie Baldwin,No times married,2.0
Frankie Baldwin,Number of appearances,340
Frankie Baldwin,Spouse(s),Danny Baldwin (1986)  Dean Fraser (2009)
Frankie Baldwin,Residence,Romania
Frankie Baldwin,Children,Warren Baldwin (1986)
Frankie Baldwin,Last appearance,31st December 2006
Frankie Baldwin,First appearance,6th June 2004
Frankie Baldwin,Duration,2004-2006
Frankie Bolton,Gender,Female
Frankie Bolton,Played by,Roman Thresh
Frankie Bolton,Mother,Lauren Bolton
Frankie Bolton,No times married,0.0
Frankie Bolton,First appearance,5th August 2024 (1)
Frankie Bolton,Sibling(s),Maeve (half-sister)Laila Bailey (half-sister)
Frankie Bolton,Born,2nd August 2024
Frankie Bolton,Birthplace,Weatherfield General
Frankie Bolton,Bigamy committed,False
Frankie Bolton,Number of appearances,45 (as of Episode 11557/8)
Frankie Bolton,Father,Joel Deering
Fred Elliott,First appearance,26th August 1994
Fred Elliott,Spouse(s),"Sybil Elliott (1959)  Maureen Holdsworth (1997)  Evelyn Sykes (2001, bigamous)"
Fred Elliott,Sec,Medium
Fred Elliott,No times married,3.0
Fred Elliott,Sic,"Wholesale, retail & repair of motor vehicles"
Fred Elliott,Number of appearances,1065
Fred Elliott,Children,Ashley Peacock (1976)
Fred Elliott,Bigamy committed,True
Fred Elliott,Died,9th October 2006
Fred Elliott,Duration,"1994, 1995, 1996-2006"
Fred Elliott,Born,27th October 1938
Fred Elliott,Last appearance,11th October 2006
Fred Elliott,Mother,Amelia Elliott
Fred Elliott,Played by,John Savident
Fred Elliott,Father,William Elliott
Fred Elliott,Gender,Male
Fred Elliott,Sibling(s),Beryl Peacock
Fred Elliott,Occupation,Butcher
Fred Gee,Sec,Low
Fred Gee,Bigamy committed,False
Fred Gee,Last appearance,28th November 1984
Fred Gee,Born,6th October 1929
Fred Gee,Occupation,Barman
Fred Gee,Sic,Accommodation & food services
Fred Gee,Number of appearances,561
Fred Gee,Gender,Male
Fred Gee,First appearance,29th September 1975
Fred Gee,Sibling(s),a brother and a sister
Fred Gee,Played by,Fred Feast
Fred Gee,No times married,2.0
Fred Gee,Spouse(s),Edna Gee  Eunice Nuttall (1981)
Fred Gee,Died,1998
Fred Gee,Duration,"1975,  1976-1984"
Freddie Peacock,Bigamy committed,False
Freddie Peacock,Last appearance,14th January 2011
Freddie Peacock,Duration,2006-2011
Freddie Peacock,Gender,Male
Freddie Peacock,Father,Ashley Peacock
Freddie Peacock,Mother,Claire Peacock
Freddie Peacock,No times married,0.0
Freddie Peacock,Number of appearances,144
Freddie Peacock,First appearance,17th July 2006
Freddie Peacock,Born,17th July 2006
Freddie Peacock,Birthplace,Weatherfield
Freddie Peacock,Residence,France
Freddie Peacock,Played by,Jack & Jake Rogers (2006) Dylan & Hayden Whitbread (2006-2009)  Lewis & Niall Beresford (2009-2011)
Freddie Peacock,Sibling(s),Joshua Peacock (Legal brother)
Freddie Smith,First appearance,11th March 2016
Freddie Smith,Bigamy committed,False
Freddie Smith,Sic,"Wholesale, retail & repair of motor vehicles"
Freddie Smith,Residence,Scotland
Freddie Smith,Gender,Male
Freddie Smith,Duration,2016-2017
Freddie Smith,Occupation,Mechanic (retired)
Freddie Smith,Last appearance,21st April 2017
Freddie Smith,Number of appearances,66
Freddie Smith,Born,Prior to 1952
Freddie Smith,Sec,Low
Freddie Smith,No times married,1.0
Freddie Smith,Played by,Derek Griffiths
Freddie Smith,Spouse(s),Sadie Smith
Gail Chadwick,Mother,Audrey Roberts
Gail Chadwick,Sibling(s),Stephen Reid (half-brother)
Gail Chadwick,Father,Ted Page
Gail Chadwick,Duration,"1974, 1975-2024"
Gail Chadwick,Gender,Female
Gail Chadwick,Residence,France
Gail Chadwick,Spouse(s),"Brian Tilsley (1979, 1988)  Martin Platt (1991)  Richard Hillman (2002)  Joe McIntyre (2010)  Michael Rodwell (2015)  Jesse Chadwick (2024)"
Gail Chadwick,Born,16th April 1958
Gail Chadwick,Number of appearances,4606
Gail Chadwick,Bigamy committed,False
Gail Chadwick,Children,Nick Tilsley (1980)  Sarah Barlow (1987)  David Platt (1990)
Gail Chadwick,No times married,7.0
Gail Chadwick,Played by,Helen Worth
Gail Chadwick,Last appearance,25th December 2024 (2)
Gail Chadwick,First appearance,29th July 1974
Gary Mallett,Occupation,Builder
Gary Mallett,Residence,Blackpool
Gary Mallett,Sec,Low
Gary Mallett,Sic,Construction
Gary Mallett,No times married,1.0
Gary Mallett,Mother,Mrs Mallett
Gary Mallett,Duration,1995-2000
Gary Mallett,Number of appearances,424
Gary Mallett,Gender,Male
Gary Mallett,Sibling(s),Shane Mallett
Gary Mallett,Father,Peter Mallett
Gary Mallett,Spouse(s),Judy Smedley (1993)
Gary Mallett,Children,Billy Mallett (1998)  Becky Mallett (1998)
Gary Mallett,Birthplace,Oldham
Gary Mallett,Last appearance,1st October 2000
Gary Mallett,Played by,Ian Mercer
Gary Mallett,First appearance,2nd October 1995
Gary Mallett,Bigamy committed,False
Gary Windass,Mother,Anna Windass
Gary Windass,No times married,1.0
Gary Windass,Played by,Mikey North
Gary Windass,Birthplace,Weatherfield General
Gary Windass,Sec,Low
Gary Windass,Sic,Financial & insurance activities
Gary Windass,Number of appearances,1451 (as of Episode 11557/8)
Gary Windass,Father,Eddie Windass
Gary Windass,Spouse(s),Maria Connor (2020)
Gary Windass,Born,19th March 1986
Gary Windass,Bigamy committed,False
Gary Windass,Gender,Male
Gary Windass,Duration,2008 to present
Gary Windass,First appearance,14th November 2008
Gary Windass,Sibling(s),Faye Windass (adoptive half-sister)
Gary Windass,Residence,5 Victoria Court
Gary Windass,Children,Jake Windass (2013)Zack Rubinstein (2018)
Gary Windass,Occupation,Debt collector
Geena Gregory,Occupation,Barmaid
Geena Gregory,No times married,0.0
Geena Gregory,First appearance,9th February 2000
Geena Gregory,Father,Maurice Gregory
Geena Gregory,Number of appearances,331
Geena Gregory,Sec,Low
Geena Gregory,Duration,2000-2002
Geena Gregory,Sibling(s),A brother
Geena Gregory,Born,July 1977
Geena Gregory,Played by,Jennifer James
Geena Gregory,Residence,Wigan
Geena Gregory,Sic,Accommodation & food services
Geena Gregory,Gender,Female
Geena Gregory,Mother,Gill Gregory
Geena Gregory,Last appearance,11th October 2002
Geena Gregory,Bigamy committed,False
Gemma Winter-Brown,Children,Aled Winter-Brown (2019)Bryn Winter-Brown (2019)Carys Winter-Brown (2019)Llio Winter-Brown (2019)
Gemma Winter-Brown,Bigamy committed,False
Gemma Winter-Brown,Father,Denny Foreman
Gemma Winter-Brown,Duration,"2014, 2015, 2016 to present"
Gemma Winter-Brown,Sic,Accommodation & food services
Gemma Winter-Brown,First appearance,1st October 2014
Gemma Winter-Brown,Played by,Dolly-Rose Campbell
Gemma Winter-Brown,Number of appearances,955 (as of Episode 11557/8)
Gemma Winter-Brown,Residence,5 Coronation Street
Gemma Winter-Brown,Born,24th August 1990
Gemma Winter-Brown,Occupation,Barmaid
Gemma Winter-Brown,No times married,1.0
Gemma Winter-Brown,Mother,Bernie Winter
Gemma Winter-Brown,Sibling(s),Paul ForemanKit Green (half brother)
Gemma Winter-Brown,Sec,Low
Gemma Winter-Brown,Gender,Female
Gemma Winter-Brown,Spouse(s),Chesney Brown (2023)
Geoff Metcalfe,Gender,Male
Geoff Metcalfe,Bigamy committed,False
Geoff Metcalfe,Played by,Ian Bartholomew
Geoff Metcalfe,Number of appearances,237
Geoff Metcalfe,Occupation,DJ  Restaurateur
Geoff Metcalfe,No times married,3.0
Geoff Metcalfe,Born,24th April 1950
Geoff Metcalfe,Duration,2018-2020
Geoff Metcalfe,First appearance,28th March 2018
Geoff Metcalfe,Died,9th December 2020
Geoff Metcalfe,Sic,Accommodation & food services
Geoff Metcalfe,Children,Tim Metcalfe (1972)
Geoff Metcalfe,Last appearance,11th December 2020 (real Geoff)  24th August 2022 (dream)
Geoff Metcalfe,Sec,Medium
Geoff Metcalfe,Spouse(s),"Elaine Jones, aka Philippa (1971)  Tessa Metcalfe (1974)  Yasmeen Nazir (2019)"
George Appleton,Gender,Male
George Appleton,Bigamy committed,False
George Appleton,Number of appearances,48
George Appleton,Mother,Angie Appleton
George Appleton,Last appearance,7th January 2019
George Appleton,Born,2017
George Appleton,First appearance,14th August 2017
George Appleton,Father,Jude Appleton
George Appleton,No times married,0.0
George Appleton,Played by,Romeo Cheetham-Karcz
George Appleton,Duration,2017-2019
George Appleton,Residence,South Africa
George Appleton,Birthplace,South Africa
George Shuttleworth,Sec,Medium
George Shuttleworth,Residence,11 Coronation Street
George Shuttleworth,Sic,Other services
George Shuttleworth,First appearance,16th September 2020 (2)
George Shuttleworth,Bigamy committed,False
George Shuttleworth,Father,Archie Shuttleworth
George Shuttleworth,Duration,2020 to present
George Shuttleworth,Sibling(s),Glenda Shuttleworth
George Shuttleworth,Played by,Tony Maudsley
George Shuttleworth,No times married,0.0
George Shuttleworth,Gender,Male
George Shuttleworth,Occupation,Undertaker
George Shuttleworth,Number of appearances,349 (as of Episode 11557/8)
George Wardle,Gender,Male
George Wardle,First appearance,11th March 1985
George Wardle,Last appearance,12th February 1986
George Wardle,Occupation,Van driver
George Wardle,Bigamy committed,False
George Wardle,Sec,Low
George Wardle,Sic,Transport & storage
George Wardle,Sibling(s),A brother
George Wardle,Number of appearances,59
George Wardle,No times married,1.0
George Wardle,Spouse(s),Myra Wardle
George Wardle,Played by,Ron Davies
George Wardle,Duration,1985-1986
Gina Seddon,Sibling(s),Sally Seddon
Gina Seddon,Bigamy committed,False
Gina Seddon,Residence,Newcastle
Gina Seddon,Duration,"1988-1989, 2017-2019"
Gina Seddon,Children,Judy   a son
Gina Seddon,Number of appearances,213
Gina Seddon,First appearance,14th March 1988
Gina Seddon,Born,1969
Gina Seddon,Played by,Julie Foy (1988-1989)Connie Hyde (2017-2019)
Gina Seddon,Spouse(s),Colin  Donnie Buckley
Gina Seddon,No times married,2.0
Gina Seddon,Father,Eddie Seddon
Gina Seddon,Mother,Elsie Seddon
Gina Seddon,Gender,Female
Gina Seddon,Birthplace,Weatherfield
Gina Seddon,Last appearance,1st April 2019
Glenda Shuttleworth,Father,Archie Shuttleworth
Glenda Shuttleworth,Sec,Low
Glenda Shuttleworth,Sibling(s),George Shuttleworth
Glenda Shuttleworth,Played by,Jodie Prenger
Glenda Shuttleworth,Occupation,BarmaidStage school manager
Glenda Shuttleworth,First appearance,5th August 2022 (1)
Glenda Shuttleworth,Residence,"2 Conifer Avenue, Oakhill"
Glenda Shuttleworth,Number of appearances,261 (as of Episode 11557/8)
Glenda Shuttleworth,Duration,2022 to present
Glenda Shuttleworth,Gender,Female
Glenda Shuttleworth,Sic,Accommodation & food services
Glenda Shuttleworth,No times married,0.0
Glenda Shuttleworth,Bigamy committed,False
Gloria Price,No times married,0.0
Gloria Price,Gender,Female
Gloria Price,Played by,Sue Johnston
Gloria Price,Born,1942
Gloria Price,Sec,Low
Gloria Price,Birthplace,Manchester
Gloria Price,First appearance,5th September 2012
Gloria Price,Residence,Morocco
Gloria Price,Sic,Accommodation & food services
Gloria Price,Occupation,Waitress
Gloria Price,Bigamy committed,False
Gloria Price,Number of appearances,172
